# date	league	home	away	league_id	home_id	away_id	fixture_id
2026-01-22	saudi arabia	Al Taawon	Al-Hazm	307	2936	2945	1436061
2026-01-22	saudi arabia	Al-Hilal Saudi FC	Al-Fayha	307	2932	2944	1436064
2026-01-22	saudi arabia	Al-Qadisiyah FC	Al-Ittihad FC	307	2933	2938	1436057
2026-01-22	uefa europa league	Bologna	Celtic	3	500	247	1451273
2026-01-22	uefa europa league	Brann	FC Midtjylland	3	319	397	1451271
2026-01-22	uefa europa league	BSC Young Boys	Lyon	3	565	80	1451269
2026-01-22	uefa europa league	Fenerbahçe	Aston Villa	3	611	66	1451268
2026-01-22	uefa europa league	Feyenoord	Sturm Graz	3	209	637	1451270
2026-01-22	uefa europa league	Malmo FF	FK Crvena Zvezda	3	375	598	1451267
2026-01-22	uefa europa league	PAOK	Real Betis	3	619	543	1451272
2026-01-22	uefa europa league	Plzen	FC Porto	3	567	212	1451275
2026-01-22	uefa europa league	SC Freiburg	Maccabi Tel Aviv	3	160	604	1451274
2026-01-22	uefa europa league	AS Roma	VfB Stuttgart	3	497	172	1451277
2026-01-22	uefa europa league	Celta Vigo	Lille	3	538	79	1451284
2026-01-22	uefa europa league	Dinamo Zagreb	FCSB	3	620	559	1451279
2026-01-22	uefa europa league	Ferencvarosi TC	Panathinaikos	3	651	617	1451283
2026-01-22	uefa europa league	Nice	GO Ahead Eagles	3	84	410	1451282
2026-01-22	uefa europa league	Rangers	Ludogorets	3	257	566	1451276
2026-01-22	uefa europa league	Red Bull Salzburg	FC Basel 1893	3	571	551	1451278
2026-01-22	uefa europa league	SC Braga	Nottingham Forest	3	217	65	1451280
2026-01-22	uefa europa league	Utrecht	Genk	3	207	742	1451281
