# date	league	home	away	league_id	home_id	away_id	fixture_id
2025-12-11	uefa europa league	Nice	SC Braga	3	84	217	1451257
2025-12-11	uefa europa league	VfB Stuttgart	Maccabi Tel Aviv	3	172	604	1451255
2025-12-11	uefa europa league	Utrecht	Nottingham Forest	3	207	65	1451249
2025-12-11	uefa europa league	FC Midtjylland	Genk	3	397	742	1451253
2025-12-11	uefa europa league	BSC Young Boys	Lille	3	565	79	1451256
2025-12-11	uefa europa league	Ludogorets	PAOK	3	566	619	1451252
2025-12-11	uefa europa league	Dinamo Zagreb	Real Betis	3	620	543	1451254
2025-12-11	uefa europa league	Sturm Graz	FK Crvena Zvezda	3	637	598	1451251
2025-12-11	uefa europa league	Ferencvarosi TC	Rangers	3	651	257	1451250
2025-12-11	uefa europa league	Lyon	GO Ahead Eagles	3	80	410	1451266
2025-12-11	uefa europa league	SC Freiburg	Red Bull Salzburg	3	160	571	1451262
2025-12-11	uefa europa league	FC Porto	Malmo FF	3	212	375	1451264
2025-12-11	uefa europa league	Celtic	AS Roma	3	247	497	1451259
2025-12-11	uefa europa league	Brann	Fenerbahçe	3	319	611	1451265
2025-12-11	uefa europa league	Celta Vigo	Bologna	3	538	500	1451260
2025-12-11	uefa europa league	FC Basel 1893	Aston Villa	3	551	66	1451261
2025-12-11	uefa europa league	FCSB	Feyenoord	3	559	209	1451258
2025-12-11	uefa europa league	Panathinaikos	Plzen	3	617	567	1451263
