variant_idx,p_target_odd,p_min_accept_odd,p_random_league_bet_min_winrate,p_rich_day_match_count,p_day_max_windows_rich,p_day_max_windows_poor,p_min_side_matches_for_split,p_split_gap_weight,p_league_bet_require_data,p_topk_size,p_topk_uniform_draw,p_prefer_3legs_delta,p_random_build_source,p_random_select_source,p_search_budget_ms_system,p_search_budget_ms_random,wr_mean,wr_std,n_mean,n_min,n_max,loss_streak_mean,loss_streak_max,win_streak_mean,win_streak_max,nm_mult_mean,nm_mult_min,nm_ruin,nm_streak,safe_mult_mean,safe_mult_min,safe_mult_max,safe_mult_std,safe_ruin,safe_loss_str_mean,safe_win_str_mean,safe_dbl,br_safe_mult,br_nm_mult,br_wr,br_n_tickets,br_win_streak,br_loss_streak,br_doublings,wr_safe_mult,wr_nm_mult,wr_wr,wr_n_tickets,wr_win_streak,wr_loss_streak,wr_doublings,wr_ruined,score
155,4.0,2.2,0.65,12,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4395,0.0494,19.88,17,22,2.96,4,2.45,5,9.0307,0.0,1.0,2.96,5.6647,0.0,8.848,2.1344,0.0,2.96,2.45,2.02,8.848,17.472,0.5,22,4,3,3,0.0,0.0,0.4,20,3,4,0,False,2.9642
112,4.0,1.8,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4583,0.0429,20.65,18,23,3.03,4,3.19,5,8.8453,0.0,7.0,3.03,5.5736,0.0,8.78,2.4875,2.0,3.03,3.16,2.02,8.78,20.274,0.4783,23,5,3,3,0.0,0.0,0.4091,22,4,4,0,False,2.9043
125,4.0,1.8,0.65,15,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.455,0.0516,20.95,18,23,3.06,5,2.94,5,9.0414,0.0,5.0,3.06,5.5686,0.0,9.613,2.6941,2.0,3.06,2.9,2.01,9.613,18.519,0.4545,22,4,3,3,0.0,0.0,0.4286,21,4,4,0,False,2.9008
75,3.8,2.0,0.65,10,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4839,0.0541,20.25,16,24,2.9,4,3.6,8,8.5467,0.0,4.0,2.9,5.5565,0.0,8.263,1.6219,0.0,2.9,3.6,2.14,8.263,17.166,0.5652,23,6,3,3,0.0,0.0,0.4545,22,2,4,0,False,2.9234
81,3.8,2.0,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4738,0.0529,20.54,16,23,2.96,4,3.47,8,8.1533,0.0,5.0,2.96,5.4796,0.0,8.089,1.8162,0.0,2.96,3.47,2.13,8.089,17.474,0.6087,23,8,2,3,0.0,0.0,0.381,21,2,4,0,False,2.8819
160,4.0,2.2,0.65,15,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4223,0.0537,19.83,17,24,3,4,2.12,4,8.4436,0.0,5.0,3,5.4237,0.0,10.946,2.3871,2.0,3,2.09,1.92,10.946,23.03,0.4545,22,4,3,3,0.0,0.0,0.3684,19,1,4,0,False,2.8185
152,4.0,2.2,0.65,12,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.387,0.051,19.74,16,23,3.3,5,1.85,5,7.5718,0.0,12.0,3.29,5.3924,0.0,11.963,2.6808,2.0,3.29,1.82,1.93,11.963,29.162,0.5,22,3,3,3,0.0,0.0,0.35,20,2,4,0,False,2.7923
129,4.0,2.0,0.65,10,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4686,0.0484,20.39,16,24,3.08,4,3.52,7,8.5036,0.0,7.0,3.08,5.3831,0.0,10.399,2.4174,0.0,3.08,3.52,1.99,10.399,20.712,0.5909,22,6,3,3,0.0,0.0,0.4,20,2,4,0,False,2.8321
126,4.0,2.0,0.65,10,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4729,0.0529,20.24,17,24,3.01,4,3.66,8,8.4174,0.0,9.0,3.01,5.359,0.0,9.652,2.401,0.0,3.01,3.66,1.99,9.652,23.493,0.5652,23,5,3,3,0.0,0.0,0.4091,22,3,4,0,False,2.8214
134,4.0,2.0,0.65,12,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4148,0.0508,20.8,18,24,3,4,2.18,5,8.1876,0.0,3.0,3,5.3502,0.0,11.102,2.3467,0.0,3,2.18,1.89,11.102,25.575,0.5,24,3,3,3,0.0,0.0,0.3182,22,1,4,0,False,2.7995
