variant_idx,p_target_odd,p_min_accept_odd,p_random_league_bet_min_winrate,p_rich_day_match_count,p_day_max_windows_rich,p_day_max_windows_poor,p_min_side_matches_for_split,p_split_gap_weight,p_league_bet_require_data,p_topk_size,p_topk_uniform_draw,p_prefer_3legs_delta,p_random_build_source,p_random_select_source,p_search_budget_ms_system,p_search_budget_ms_random,wr_mean,wr_std,n_mean,n_min,n_max,loss_streak_mean,loss_streak_max,win_streak_mean,win_streak_max,nm_mult_mean,nm_mult_min,nm_ruin,nm_streak,safe_mult_mean,safe_mult_min,safe_mult_max,safe_mult_std,safe_ruin,safe_loss_str_mean,safe_win_str_mean,safe_dbl,br_safe_mult,br_nm_mult,br_wr,br_n_tickets,br_win_streak,br_loss_streak,br_doublings,wr_safe_mult,wr_nm_mult,wr_wr,wr_n_tickets,wr_win_streak,wr_loss_streak,wr_doublings,wr_ruined,score
145,3.6,2.2,0.65,10,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4332,0.0432,20.43,17,24,3.05,4,2.29,4,7.2175,0.0,5.0,3.05,4.8451,0.0,8.876,2.362,2.0,3.05,2.27,1.8,8.876,16.969,0.5217,23,3,3,3,0.0,0.0,0.381,21,1,4,0,False,2.5325
86,3.4,2.0,0.65,15,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4323,0.0582,20.97,18,24,2.98,4,2.32,5,6.6274,0.0,6.0,2.98,4.8367,0.0,8.512,1.7104,1.0,2.98,2.31,1.86,8.512,16.05,0.4545,22,2,3,3,0.0,0.0,0.3478,23,1,4,0,False,2.538
58,3.4,1.8,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4607,0.0522,21.11,19,24,3.08,4,3.06,6,6.9434,0.0,8.0,3.08,4.8323,0.0,8.356,2.1796,0.0,3.08,3.06,1.9,8.356,17.957,0.5217,23,5,3,3,0.0,0.0,0.4348,23,3,4,0,False,2.5544
135,3.6,2.0,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4805,0.0585,20.59,16,23,3.07,4,3.74,7,7.524,0.0,3.0,3.07,4.8321,0.0,8.855,2.5192,1.0,3.07,3.71,1.78,8.855,17.705,0.5217,23,7,3,3,0.0,0.0,0.4286,21,4,4,0,False,2.5502
102,3.4,2.2,0.65,15,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4086,0.064,20.28,16,24,3.28,5,2.25,5,6.6045,0.0,15.0,3.26,4.8279,0.0,9.611,2.3507,3.0,3.26,2.24,1.89,9.611,20.196,0.4348,23,3,3,3,0.0,0.0,0.35,20,2,4,0,False,2.5065
3,3.2,1.8,0.65,10,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4825,0.0581,20.92,18,24,3.01,4,3.69,8,6.8172,0.0,4.0,3.01,4.8077,0.0,7.298,1.8819,1.0,3.01,3.68,1.91,7.298,12.345,0.5455,22,7,3,3,0.0,0.0,0.4286,21,4,4,0,False,2.5386
116,3.6,1.8,0.65,12,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4242,0.0597,21,18,24,3.03,4,2.45,5,7.0386,0.0,6.0,3.03,4.803,0.0,9.176,2.1483,0.0,3.03,2.45,1.84,9.176,18.84,0.4545,22,4,3,3,0.0,0.0,0.381,21,3,4,0,False,2.5288
83,3.4,2.0,0.65,12,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4654,0.0489,21.13,18,24,3.1,4,3.26,5,6.9689,0.0,7.0,3.1,4.7932,0.0,8.05,2.231,0.0,3.1,3.26,1.9,8.05,16.891,0.4583,24,4,3,3,0.0,0.0,0.4211,19,2,4,0,False,2.5362
121,3.6,1.8,0.65,15,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4256,0.0549,20.99,19,25,3.12,4,2.42,5,6.9399,0.0,4.0,3.12,4.784,0.0,9.214,2.2477,0.0,3.12,2.42,1.79,9.214,18.005,0.4783,23,2,3,3,0.0,0.0,0.4,25,3,4,0,False,2.5197
75,3.4,2.0,0.65,10,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4899,0.0538,20.78,16,24,3.05,4,3.87,9,7.0556,0.0,8.0,3.05,4.7786,0.0,9.313,2.2176,1.0,3.05,3.84,1.91,9.313,20.707,0.5833,24,8,3,3,0.0,0.0,0.4286,21,2,4,0,False,2.5263
69,3.4,1.8,0.65,15,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4833,0.0559,20.88,17,24,2.99,4,3.57,8,6.7637,0.0,11.0,2.99,4.7731,0.0,7.917,2.1361,1.0,2.99,3.55,1.96,7.917,16.344,0.4583,24,4,3,3,0.0,0.0,0.5,22,7,4,0,False,2.5215
110,3.6,1.8,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4691,0.051,21.01,17,24,3.01,4,3.1,5,6.8662,0.0,7.0,3.01,4.7633,0.0,7.73,2.3404,0.0,3.01,3.1,1.94,7.73,14.191,0.5,22,3,3,3,0.0,0.0,0.4167,24,2,4,0,False,2.5224
40,3.2,2.2,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4485,0.0572,20.59,18,24,3.02,4,2.57,5,6.7978,0.0,3.0,3.02,4.7599,0.0,7.295,1.9647,0.0,3.02,2.57,1.87,7.295,12.336,0.4348,23,2,3,3,0.0,0.0,0.4091,22,2,4,0,False,2.5145
148,3.6,2.2,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4259,0.0505,19.99,16,24,3.04,5,2.23,5,6.8479,0.0,8.0,3.04,4.7589,0.0,8.506,2.1114,1.0,3.04,2.22,1.81,8.506,15.01,0.4167,24,2,3,3,0.0,0.0,0.3182,22,1,4,0,False,2.4972
127,3.6,2.0,0.65,10,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4619,0.0556,20.97,18,24,3.09,5,3.16,5,7.0822,0.0,9.0,3.09,4.7525,0.0,9.057,2.3699,2.0,3.09,3.14,1.81,9.057,16.295,0.5217,23,4,3,3,0.0,0.0,0.3478,23,2,4,0,False,2.4948
39,3.2,2.2,0.65,10,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4655,0.067,20.2,17,24,3.01,5,2.98,8,6.6487,0.0,4.0,3.01,4.7509,0.0,7.138,1.8468,1.0,3.01,2.96,1.84,7.138,12.81,0.4583,24,2,3,3,0.0,0.0,0.381,21,2,4,0,False,2.5051
63,3.4,1.8,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4808,0.0569,20.77,18,24,2.99,5,3.62,8,7.0504,0.0,7.0,2.99,4.7466,0.0,8.071,2.2268,3.0,2.99,3.5,1.83,8.071,14.104,0.5238,21,4,3,2,0.0,0.0,0.4091,22,4,4,0,False,2.4875
70,3.4,1.8,0.65,15,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4598,0.0549,21.21,18,25,3.16,5,3.11,5,6.7431,0.0,8.0,3.16,4.7428,0.0,9.487,2.3595,1.0,3.16,3.1,1.87,9.487,19.117,0.5217,23,4,3,3,0.0,0.0,0.4091,22,4,4,0,False,2.4993
74,3.4,2.0,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4593,0.0468,20.95,17,24,3.07,4,3,5,6.9306,0.0,7.0,3.07,4.7364,0.0,8.349,2.1852,3.0,3.07,2.94,1.84,8.349,16.525,0.4783,23,5,3,3,0.0,0.0,0.4091,22,3,4,0,False,2.476
117,3.6,1.8,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4729,0.0603,20.94,17,25,3.12,4,3.55,8,7.0907,0.0,9.0,3.12,4.7314,0.0,10.167,2.6359,0.0,3.12,3.55,1.83,10.167,21.416,0.52,25,4,3,3,0.0,0.0,0.3478,23,2,4,0,False,2.5076
138,3.6,2.0,0.65,15,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4333,0.0599,20.47,17,24,3.02,4,2.43,7,6.5036,0.0,7.0,3.02,4.7288,0.0,8.004,1.9493,0.0,3.02,2.43,1.79,8.004,13.083,0.4545,22,2,3,2,0.0,0.0,0.4091,22,2,4,0,False,2.4944
4,3.2,1.8,0.65,10,4,2,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4693,0.0542,21.28,18,25,3.08,4,3.26,5,6.6249,0.0,4.0,3.08,4.7286,0.0,8.548,2.1573,1.0,3.08,3.22,1.8,8.548,15.015,0.5,24,3,3,3,0.0,0.0,0.5,20,5,4,0,True,2.4951
56,3.4,1.8,0.65,10,4,1,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4695,0.0534,21.24,18,24,3.09,4,3.21,6,7.1097,0.0,4.0,3.09,4.7221,0.0,8.922,2.5552,0.0,3.09,3.21,1.81,8.922,17.624,0.5,24,4,3,3,0.0,0.0,0.4091,22,2,4,0,False,2.5019
55,3.4,1.8,0.65,10,4,1,3,0.2,False,10,True,0.08,TEAM,TEAM,5,5,0.4648,0.0459,21.32,18,25,3.11,5,3.23,6,7.1993,0.0,8.0,3.11,4.7211,0.0,9.331,2.5004,3.0,3.11,3.14,1.8,9.331,20.313,0.52,25,5,3,3,0.0,0.0,0.4286,21,2,4,0,False,2.47
9,3.2,1.8,0.65,12,4,2,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4844,0.0506,21,17,25,3.05,4,3.71,8,6.9236,0.0,3.0,3.05,4.7083,0.0,7.979,2.1638,0.0,3.05,3.71,1.9,7.979,15.655,0.48,25,4,3,3,0.0,0.0,0.5238,21,6,4,0,False,2.4995
36,3.2,2.2,0.65,10,4,1,3,0.1,False,10,True,0.08,TEAM,TEAM,5,5,0.4572,0.0558,20.36,16,24,3.03,4,2.85,6,6.6803,0.0,5.0,3.03,4.7076,0.0,7.044,1.8158,0.0,3.03,2.85,1.84,7.044,11.782,0.5455,22,3,3,3,0.0,0.0,0.4286,21,2,4,0,False,2.491
41,3.2,2.2,0.65,10,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4405,0.0589,20.59,17,24,3.04,5,2.32,5,6.5958,0.0,6.0,3.04,4.702,0.0,7.319,1.9151,1.0,3.04,2.32,1.84,7.319,12.364,0.375,24,2,3,3,0.0,0.0,0.4,20,2,4,0,False,2.4732
35,3.2,2.0,0.65,15,4,2,3,0.3,False,10,True,0.08,TEAM,TEAM,5,5,0.4709,0.0503,21.31,18,25,3.04,5,3.35,5,7.0302,0.0,5.0,3.04,4.6943,0.0,7.356,2.1564,2.0,3.04,3.3,1.87,7.356,13.355,0.4583,24,4,3,3,0.0,0.0,0.4783,23,5,4,0,False,2.4684
